ID,length
9145,2812
9146,1831
9147,1359
9148,804
9149,478
9150,44
9151,150
9152,156
9153,943
9154,1201
9155,2307
9156,2080
9157,248
9158,604
9159,12
9160,851
9161,502
9162,955
9163,85
9164,1191
9165,1002
9166,1055
9167,1120
9168,1276
9169,867
9170,907
9171,410
9172,357
9173,914
9174,235
9175,1363
9176,425
9177,189
9178,432
9179,319
9180,671
9181,413
9182,4335
9183,1604
9184,908
9185,17
9186,992
9187,2515
9188,1129
9189,720
9190,361
9191,163
9192,165
9193,273
9194,143
9195,82
9196,1106
9197,1424
9198,1668
9199,368
9200,489
9201,1656
9202,463
9203,1260
9204,208
9205,391
9206,205
9207,158
9208,1503
9209,278
9210,1625
9211,1155
9212,204
9213,440
9214,313
9215,33
9216,962
9217,1871
9218,619
9219,361
9220,2185
9221,4160
9222,1416
9223,1428
9224,1019
9225,916
9226,1108
9227,769
9228,536
9229,1954
9230,230
9231,337
9232,125
9233,1619
9234,1343
9235,2120
9236,449
9237,408
9238,1318
9239,789
9240,646
9241,36
9242,604
9243,1491
9244,334
9245,634
9246,661
9247,424
9248,17
9249,575
9250,535
9251,1872
9252,424
9253,542
9254,385
9255,249
9256,1374
9257,1371
9258,560
9259,1557
9260,504
9261,570
9262,78
9263,312
9264,474
9265,537
9266,76
9267,1099
9268,737
9269,1763
9270,462
9271,960
9272,621
9273,1107
9274,1092
9275,1329
9276,322
9277,547
9278,2343
9279,645
9280,845
9281,298
9282,2592
9283,1363
9284,1018
9285,417
9286,602
9287,1236
9288,577
9289,1344
9290,241
9291,794
9292,742
9293,534
9294,2229
9295,935
9296,1557
9297,97
9298,318
9299,1615
9300,162
9301,138
9302,868
9303,1306
9304,2309
9305,1333
9306,643
9307,1004
9308,1046
9309,595
9310,1503
9311,1713
9312,641
9313,1670
9314,124
9315,609
9316,824
9317,354
9318,363
9319,1739
9320,188
9321,225
9322,1614
9323,526
9324,1251
9325,1537
9326,1252
9327,1163
9328,3286
9329,578
9330,817
9331,74
9332,1291
9333,1251
9334,1763
9335,1045
9336,1102
9337,307
9338,884
9339,89
9340,711
9341,184
9342,352
9343,186
9344,380
9345,644
9346,866
9347,911
9348,1155
9349,298
9350,1712
9351,211
9352,1875
9353,448
9354,827
9355,1368
9356,1212
9357,137
9358,140
9359,1072
9360,730
9361,500
9362,497
9363,772
9364,1156
9365,687
9366,1558
9367,292
9368,1054
9369,1042
9370,339
9371,1301
9372,1166
9373,485
9374,1287
9375,412
9376,938
9377,2089
9378,185
9379,230
9380,1801
9381,1328
9382,1719
9383,495
9384,334
9385,971
9386,894
9387,598
9388,799
9389,1585
9390,3029
9391,711
9392,395
9393,879
9394,402
9395,1123
9396,453
9397,249
9398,1586
9399,538
9400,1165
9401,157
9402,1080
9403,1492
9404,1519
9405,271
9406,1130
9407,1270
9408,1004
9409,1543
9410,1985
9411,1029
9412,2083
9413,1415
9414,201
9415,1475
9416,144
9417,859
9418,1709
9419,920
9420,1672
9421,103
9422,1087
9423,911
9424,52
9425,1300
9426,279
9427,742
9428,104
9429,157
9430,689
9431,595
9432,1129
9433,334
9434,64
9435,1657
9436,392
9437,468
9438,190
9439,578
9440,702
9441,200
9442,284
9443,596
9444,1126
9445,845
9446,348
9447,536
9448,476
9449,1514
9450,1147
9451,1455
9452,1026
9453,1373
9454,108
9455,1557
9456,717
9457,1069
9458,19
9459,1278
9460,551
9461,645
9462,763
9463,1001
9464,89
9465,430
9466,421
9467,669
9468,848
9469,478
9470,773
9471,345
9472,3725
9473,356
9474,64
9475,347
9476,626
9477,563
9478,358
9479,321
9480,1051
9481,1853
9482,622
9483,1796
9484,679
9485,813
9486,817
9487,360
9488,1404
9489,161
9490,1184
9491,978
9492,1797
9493,729
9494,2056
9495,700
9496,2388
9497,1652
9498,686
9499,744
9500,1195
9501,1850
9502,1176
9503,124
9504,813
9505,1769
9506,425
9507,79
9508,2700
9509,1124
9510,419
9511,363
9512,591
9513,307
9514,494
9515,1528
9516,1087
9517,393
9518,152
9519,196
9520,1276
9521,963
9522,82
9523,1022
9524,60
9525,179
9526,926
9527,413
9528,353
9529,1489
9530,750
9531,834
9532,895
9533,1351
9534,1227
9535,645
9536,882
9537,1726
9538,583
9539,1433
9540,1584
9541,438
9542,27
9543,1194
9544,780
9545,274
9546,816
9547,23
9548,310
9549,17
9550,2406
9551,439
9552,506
9553,2519
9554,1377
9555,1810
9556,1449
9557,1314
9558,96
9559,23
9560,152
9561,1819
9562,1144
9563,582
9564,234
9565,639
9566,1747
9567,235
9568,413
9569,741
9570,484
9571,900
9572,639
9573,233
9574,660
9575,1882
9576,1774
9577,371
9578,2418
9579,127
9580,23
9581,56
9582,756
9583,181
9584,949
9585,2029
9586,413
9587,917
9588,956
9589,437
9590,1498
9591,300
9592,500
9593,2236
9594,140
9595,379
9596,90
9597,688
9598,210
9599,2172
9600,942
9601,925
9602,832
9603,763
9604,220
9605,2484
9606,1539
9607,712
9608,1481
9609,1961
9610,363
9611,671
9612,828
9613,57
9614,83
9615,820
9616,1129
9617,547
9618,55
9619,854
9620,87
9621,62
9622,647
9623,1150
9624,1862
9625,750
9626,2543
9627,1054
9628,823
9629,738
9630,1013
9631,145
9632,315
9633,546
9634,1946
9635,474
9636,336
9637,451
9638,187
9639,2676
9640,693
9641,217
9642,1968
9643,228
9644,303
9645,193
9646,1067
9647,1247
9648,63
9649,1379
9650,713
9651,579
9652,427
9653,2489
9654,618
9655,17
9656,709
9657,114
9658,318
9659,894
9660,985
9661,446
9662,1837
9663,462
9664,709
9665,353
9666,642
9667,691
9668,150
9669,439
9670,638
9671,669
9672,1213
9673,911
9674,71
9675,476
9676,317
9677,92
9678,35
9679,2192
9680,122
9681,1214
9682,233
9683,582
9684,787
9685,957
9686,1279
9687,1675
9688,897
9689,533
9690,416
9691,487
9692,717
9693,23
9694,664
9695,965
9696,153
9697,935
9698,790
9699,946
9700,2975
9701,741
9702,1010
9703,1576
9704,149
9705,733
9706,942
9707,1512
9708,1670
9709,1068
9710,1081
9711,537
9712,1187
9713,700
9714,1504
9715,777
9716,1219
9717,998
9718,1480
9719,682
9720,522
9721,570
9722,813
9723,270
9724,248
9725,538
9726,546
9727,645
9728,1493
9729,781
9730,269
9731,1003
9732,1284
9733,472
9734,1163
9735,581
9736,308
9737,1233
9738,198
9739,1015
9740,1584
9741,353
9742,918
9743,1141
9744,174
9745,1781
9746,425
9747,885
9748,723
9749,1531
9750,1070
9751,1913
9752,1524
9753,955
9754,577
9755,927
9756,274
9757,1230
9758,407
9759,791
9760,98
9761,425
9762,24
9763,1244
9764,194
9765,786
9766,668
9767,918
9768,3300
9769,1127
9770,168
9771,1410
9772,2834
9773,919
9774,1653
9775,1151
9776,649
9777,10054
9778,1451
9779,91
9780,86
9781,921
9782,679
9783,718
9784,189
9785,510
9786,196
9787,1613
9788,331
9789,136
9790,299
9791,595
9792,261
9793,179
9794,1117
9795,431
9796,562
9797,1090
9798,171
9799,382
9800,1218
9801,4310
9802,19
9803,698
9804,1425
9805,358
9806,808
9807,662
9808,2277
9809,285
9810,687
9811,1592
9812,1212
9813,2088
9814,178
9815,2204
9816,776
9817,876
9818,15
9819,1019
9820,250
9821,366
9822,1382
9823,640
9824,987
9825,264
9826,322
9827,774
9828,779
9829,123
9830,271
9831,330
9832,585
9833,843
9834,725
9835,726
9836,177
9837,361
9838,444
9839,1111
9840,283
9841,1610
9842,413
9843,124
9844,1129
9845,964
9846,941
9847,1074
9848,4100
9849,963
9850,584
9851,307
9852,980
9853,1708
9854,569
9855,640
9856,771
9857,147
9858,426
9859,1306
9860,1125
9861,1697
9862,316
9863,311
9864,1101
9865,185
9866,1627
9867,1018
9868,608
9869,827
9870,202
9871,887
9872,1124
9873,179
9874,565
9875,259
9876,86
9877,642
9878,1864
9879,537
9880,753
9881,243
9882,77
9883,537
9884,190
9885,674
9886,319
9887,420
9888,998
9889,657
9890,193
9891,1629
9892,604
9893,678
9894,185
9895,44
9896,990
9897,319
9898,593
9899,134
9900,212
9901,2143
9902,1614
9903,439
9904,503
9905,892
9906,481
9907,918
9908,1864
9909,2886
9910,234
9911,936
9912,806
9913,991
9914,1200
9915,272
9916,156
9917,1805
9918,1024
9919,60
9920,3638
9921,1162
9922,983
9923,360
9924,982
9925,1129
9926,258
9927,239
9928,1588
9929,904
9930,792
9931,195
9932,13
9933,759
9934,1402
9935,1787
9936,1522
9937,51
9938,1981
9939,1394
9940,1406
9941,806
9942,148
9943,627
9944,1666
9945,1875
9946,1519
9947,309
9948,1517
9949,929
9950,367
9951,435
9952,1035
9953,668
9954,472
9955,515
9956,1025
9957,288
9958,2334
9959,873
9960,308
9961,538
9962,344
9963,3267
9964,784
9965,1003
9966,224
9967,908
9968,185
9969,1387
9970,704
9971,843
9972,323
9973,1310
9974,35
9975,581
9976,124
9977,1963
9978,1136
9979,434
9980,683
9981,321
9982,1999
9983,1229
9984,1668
9985,499
9986,219
9987,115
9988,1139
9989,733
9990,983
9991,447
9992,17
9993,1080
9994,1275
9995,1942
9996,1523
9997,910
9998,289
9999,938
10000,857
10001,813
10002,1166
10003,1161
10004,2315
10005,500
10006,863
10007,639
10008,762
10009,242
10010,1076
10011,709
10012,518
10013,2216
10014,1642
10015,1978
10016,1421
10017,142
10018,58
10019,481
10020,132
10021,379
10022,875
10023,848
10024,792
10025,795
10026,1625
10027,3410
10028,243
10029,733
10030,164
10031,739
10032,231
10033,257
10034,178
10035,1123
10036,551
10037,1229
10038,314
10039,459
10040,755
10041,157
10042,3526
10043,127
10044,650
10045,45
10046,564
10047,221
10048,466
10049,1833
10050,277
10051,203
10052,836
10053,733
10054,596
10055,2492
10056,967
10057,725
10058,908
10059,284
10060,1000
10061,252
10062,441
10063,1210
10064,406
10065,329
10066,1301
10067,840
10068,382
10069,1566
10070,1319
10071,693
10072,825
10073,376
10074,42
10075,887
10076,1227
10077,2650
10078,1041
10079,543
10080,830
10081,262
10082,391
10083,942
10084,562
10085,1667
10086,203
10087,2668
10088,1205
10089,476
10090,259
10091,1434
10092,1720
10093,77
10094,1388
10095,564
10096,285
10097,2092
10098,569
10099,1081
10100,327
10101,1823
10102,1455
10103,386
10104,1078
10105,1006
10106,933
10107,303
10108,194
10109,2791
10110,337
10111,1724
10112,219
10113,1213
10114,992
10115,1076
10116,337
10117,1200
10118,420
10119,927
10120,30
10121,821
10122,1812
10123,495
10124,687
10125,569
10126,32
10127,1033
10128,632
10129,962
10130,1240
10131,316
10132,254
10133,682
10134,1322
10135,944
10136,1886
10137,617
10138,1412
10139,1180
10140,516
10141,361
10142,885
10143,483
10144,1272
10145,785
10146,1150
10147,1102
10148,444
10149,724
10150,2380
10151,302
10152,409
10153,1752
10154,990
10155,912
10156,586
10157,682
10158,1558
10159,1780
10160,1085
10161,560
10162,1249
10163,1137
10164,1125
10165,429
10166,998
10167,26
10168,1006
10169,897
10170,3976
10171,2491
10172,864
10173,153
10174,3379
10175,450
10176,852
10177,415
10178,570
10179,444
10180,294
10181,96
10182,1624
10183,703
10184,1158
10185,1267
10186,1209
10187,141
10188,486
10189,1311
10190,237
10191,3032
10192,1000
10193,2555
10194,1704
10195,123
10196,422
10197,788
10198,576
10199,1620
10200,884
10201,139
10202,3843
10203,117
10204,1405
10205,881
10206,382
10207,2040
10208,404
10209,377
10210,2385
10211,965
10212,737
10213,895
10214,594
10215,1128
10216,141
10217,2466
10218,564
10219,2988
10220,1857
10221,106
10222,1131
10223,2000
10224,1017
10225,603
10226,1140
10227,350
10228,139
10229,237
10230,528
10231,1657
10232,499
10233,188
10234,1471
10235,741
10236,678
10237,1859
10238,1369
10239,953
10240,1295
10241,1162
10242,185
10243,589
10244,2521
10245,1705
10246,1029
10247,113
10248,955
10249,9
10250,685
10251,129
10252,222
10253,486
10254,592
10255,57
10256,271
10257,4316
10258,1205
10259,1005
10260,391
10261,941
10262,578
10263,458
10264,2028
10265,729
10266,1138
10267,513
10268,1143
10269,991
10270,1566
10271,1029
10272,237
10273,1645
10274,901
10275,662
10276,306
10277,294
10278,2321
10279,463
10280,675
10281,32
10282,115
10283,660
10284,1856
10285,1477
10286,1390
10287,335
10288,838
10289,790
10290,1732
10291,1074
10292,928
10293,404
10294,1201
10295,1047
10296,2104
10297,1555
10298,627
10299,274
10300,495
10301,18
10302,1211
10303,600
10304,111
10305,883
10306,226
10307,550
10308,469
10309,209
10310,1781
10311,788
10312,323
10313,697
10314,827
10315,819
10316,1092
10317,353
10318,513
10319,726
10320,2621
10321,342
10322,161
10323,453
10324,1094
10325,1460
10326,336
10327,236
10328,257
10329,736
10330,1389
10331,3721
10332,768
10333,897
10334,1567
10335,231
10336,1641
10337,551
10338,1191
10339,127
10340,604
10341,1934
10342,230
10343,466
10344,853
10345,972
10346,249
10347,236
10348,159
10349,1285
10350,1728
10351,254
10352,452
10353,1498
10354,1124
10355,818
10356,3295
10357,393
10358,1440
10359,18
10360,218
10361,137
10362,1135
10363,574
10364,2590
10365,470
10366,284
10367,458
10368,161
10369,577
10370,443
10371,857
10372,890
10373,460
10374,955
10375,1458
10376,877
10377,876
10378,1239
10379,523
10380,994
10381,342
10382,277
10383,2846
10384,1021
10385,794
10386,1293
10387,1152
10388,1758
10389,576
10390,394
10391,2287
10392,2107
10393,64
10394,904
10395,642
10396,32
10397,426
10398,200
10399,267
10400,388
10401,1001
10402,617
10403,41
10404,270
10405,1852
10406,1692
10407,1999
10408,272
10409,110
10410,984
10411,583
10412,108
10413,980
10414,1751
10415,508
10416,1222
10417,718
10418,448
10419,283
10420,34
10421,1958
10422,836
10423,966
10424,442
10425,424
10426,350
10427,81
10428,397
10429,768
10430,612
10431,378
10432,1234
10433,826
10434,419
10435,2064
10436,1204
10437,42
10438,298
10439,481
10440,1570
10441,1423
10442,1729
10443,191
10444,1320
10445,684
10446,475
10447,750
10448,770
10449,226
10450,1197
10451,581
10452,226
10453,1989
10454,934
10455,24
10456,801
10457,879
10458,728
10459,353
10460,720
10461,803
10462,910
10463,609
10464,397
10465,135
10466,1150
10467,2028
10468,434
10469,338
10470,754
10471,1464
10472,150
10473,1449
10474,1797
10475,15
10476,353
10477,476
10478,158
10479,1458
10480,2338
10481,591
10482,618
10483,1749
10484,1673
10485,921
10486,2062
10487,2763
10488,151
10489,651
10490,743
10491,547
10492,766
10493,132
10494,494
10495,184
10496,116
10497,534
10498,297
10499,271
10500,244
10501,898
10502,25
10503,15
10504,1515
10505,1580
10506,679
10507,1455
10508,516
10509,201
10510,873
10511,3124
10512,224
10513,510
10514,185
10515,959
10516,1318
10517,411
10518,174
10519,642
10520,312
10521,2330
10522,186
10523,4149
10524,277
10525,1013
10526,729
10527,3091
10528,857
10529,123
10530,738
10531,2505
10532,802
10533,430
10534,444
10535,555
10536,446
10537,203
10538,156
10539,209
10540,3529
10541,903
10542,510
10543,78
10544,471
10545,183
10546,2268
10547,761
10548,792
10549,195
10550,312
10551,448
10552,135
10553,244
10554,1558
10555,714
10556,693
10557,1669
10558,494
10559,1760
10560,1082
10561,2296
10562,83
10563,67
10564,414
10565,2862
10566,551
10567,3058
10568,427
10569,10308
10570,758
10571,256
10572,3178
10573,1344
10574,1575
10575,429
10576,126
10577,775
10578,614
10579,910
10580,714
10581,1025
10582,255
10583,688
10584,327
10585,1281
10586,1570
10587,583
10588,327
10589,291
10590,660
10591,664
10592,2529
10593,7282
10594,457
10595,1147
10596,677
10597,632
10598,1130
10599,1509
10600,955
10601,403
10602,602
10603,1140
10604,1524
10605,135
10606,1153
10607,193
10608,307
10609,904
10610,65
10611,1367
10612,704
10613,861
10614,1043
10615,4055
10616,16
10617,1758
10618,256
10619,3036
10620,11453
10621,1357
10622,281
10623,2059
10624,923
10625,3185
10626,101
10627,735
10628,522
10629,926
10630,1274
10631,160
10632,1864
10633,417
10634,653
10635,734
10636,496
10637,1581
10638,130
10639,559
10640,831
10641,657
10642,62
10643,374
10644,404
10645,42
10646,42
10647,156
10648,793
10649,1070
10650,465
10651,408
10652,863
10653,688
10654,293
10655,2129
10656,959
10657,1019
10658,563
10659,572
10660,712
10661,1262
10662,1465
10663,250
10664,1150
10665,553
10666,153
10667,425
10668,1102
10669,414
10670,993
10671,1011
10672,1971
10673,1380
10674,1737
10675,1029
10676,831
10677,1142
10678,2861
10679,3594
10680,1668
10681,434
10682,1297
10683,17
10684,3012
10685,428
10686,3242
10687,1115
10688,1197
10689,1056
10690,371
10691,1417
10692,1969
10693,914
10694,905
10695,1106
10696,484
10697,835
10698,898
10699,2067
10700,115
10701,452
10702,661
10703,31
10704,509
10705,1141
10706,585
10707,431
10708,1155
10709,283
10710,925
10711,627
10712,1039
10713,1076
10714,769
10715,691
10716,2101
10717,563
10718,258
10719,2533
10720,702
10721,918
10722,700
10723,322
10724,2128
10725,903
10726,679
10727,1364
10728,411
10729,1089
10730,1880
10731,1360
10732,1170
10733,1006
10734,54
10735,806
10736,316
10737,97
10738,1114
10739,209
10740,691
10741,1955
10742,711
10743,283
10744,1216
10745,340
10746,1624
10747,630
10748,273
10749,293
10750,807
10751,1837
10752,448
10753,1081
10754,432
10755,1601
10756,321
10757,420
10758,1887
10759,1453
10760,354
10761,1412
10762,984
10763,192
10764,116
10765,2159
10766,733
10767,216
10768,931
10769,393
10770,1043
10771,570
10772,2948
10773,1420
10774,988
10775,1342
10776,650
10777,1068
10778,374
10779,997
10780,1183
10781,232
10782,43
10783,219
10784,279
10785,715
10786,892
10787,139
10788,320
10789,874
10790,1231
10791,492
10792,819
10793,402
10794,682
10795,291
10796,734
10797,340
10798,902
10799,827
10800,591
10801,309
10802,356
10803,950
10804,423
10805,1401
10806,585
10807,665
10808,1746
10809,114
10810,1027
10811,1582
10812,774
10813,1424
10814,317
10815,2424
10816,686
10817,1398
10818,388
10819,337
10820,922
10821,20
10822,635
10823,2002
10824,382
10825,934
10826,252
10827,2043
10828,125
10829,2135
10830,1750
10831,303
10832,1845
10833,2256
10834,680
10835,1317
10836,1519
10837,174
10838,56
10839,877
10840,264
10841,1059
10842,2087
10843,794
10844,771
10845,976
10846,1793
10847,2130
10848,302
10849,445
10850,1395
10851,2751
10852,485
10853,266
10854,691
10855,1602
10856,914
10857,217
10858,633
10859,610
10860,1961
10861,319
10862,691
10863,916
10864,369
10865,903
10866,499
10867,761
10868,865
10869,1155
10870,1018
10871,1763
10872,516
10873,163
10874,220
10875,313
10876,940
10877,1077
10878,2047
10879,2411
10880,171
10881,723
10882,1514
10883,671
10884,691
10885,160
10886,2592
10887,972
10888,1166
10889,187
10890,1129
10891,216
10892,1203
10893,985
10894,213
10895,293
10896,691
10897,135
10898,2090
10899,1364
10900,213
10901,2712
10902,157
10903,1466
10904,189
10905,898
10906,1485
10907,3805
10908,670
10909,107
10910,1653
10911,500
10912,353
10913,1223
10914,249
10915,580
10916,786
10917,920
10918,490
10919,1887
10920,3982
10921,838
10922,16
10923,635
10924,765
10925,355
10926,260
10927,599
10928,905
10929,190
10930,266
10931,1198
10932,2803
10933,915
10934,742
10935,1621
10936,54
10937,833
10938,251
10939,1284
10940,289
10941,1143
10942,510
10943,1603
10944,180
10945,744
10946,1264
10947,124
10948,870
10949,2013
10950,838
10951,1004
10952,209
10953,1056
10954,468
10955,1958
10956,623
10957,799
10958,324
10959,1190
10960,1269
10961,3173
10962,1187
10963,776
10964,262
10965,1485
10966,1535
10967,2043
10968,2843
10969,1063
10970,955
10971,2117
10972,1521
10973,183
10974,586
10975,1019
10976,1422
10977,2236
10978,209
10979,2435
10980,1303
10981,2055
10982,468
10983,422
10984,1843
10985,724
10986,321
10987,2067
10988,297
10989,250
10990,167
10991,187
10992,1137
10993,341
10994,2301
10995,1537
10996,287
10997,1364
10998,209
10999,1274
11000,1001
11001,584
11002,760
11003,878
11004,385
11005,3042
11006,1803
11007,754
11008,142
11009,977
11010,704
11011,2695
11012,270
11013,1346
11014,179
11015,1212
11016,647
11017,864
11018,959
11019,1606
11020,340
11021,239
11022,2558
11023,2961
11024,1479
11025,2056
11026,6
11027,662
11028,710
11029,924
11030,1457
11031,486
11032,181
11033,434
11034,1053
11035,179
11036,977
11037,1326
11038,42
11039,691
11040,736
11041,1166
11042,1004
11043,996
11044,1343
11045,312
11046,287
11047,231
11048,960
11049,185
11050,512
11051,754
11052,889
11053,7367
11054,659
11055,121
11056,1761
11057,226
11058,691
11059,1272
11060,901
11061,6
11062,1126
11063,1849
11064,265
11065,834
11066,803
11067,97
11068,2122
11069,221
11070,471
11071,254
11072,1390
11073,1968
11074,380
11075,923
11076,1505
11077,681
11078,692
11079,593
11080,496
11081,740
11082,989
11083,342
11084,637
11085,991
11086,1037
11087,433
11088,1141
11089,1454
11090,1386
11091,316
11092,533
11093,1353
11094,1091
11095,285
11096,1006
11097,1108
11098,493
11099,463
11100,313
11101,312
11102,443
11103,218
11104,122
11105,602
11106,772
11107,800
11108,439
11109,1073
11110,641
11111,2807
11112,1384
11113,488
11114,210
11115,341
11116,337
11117,870
11118,1100
11119,1085
11120,682
11121,481
11122,580
11123,253
11124,111
11125,169
11126,2399
11127,11
11128,136
11129,1067
11130,2031
11131,1866
11132,1580
11133,2636
11134,886
11135,879
11136,1826
11137,916
11138,729
11139,5059
11140,410
11141,1443
11142,563
11143,98
11144,84
11145,273
11146,222
11147,2023
11148,107
11149,370
11150,937
11151,554
11152,2225
11153,768
11154,2348
11155,1374
11156,607
11157,778
11158,462
11159,702
11160,1704
11161,632
11162,115
11163,1149
11164,879
11165,299
11166,691
11167,1829
11168,480
11169,60
11170,1117
11171,318
11172,1512
11173,987
11174,1082
11175,734
11176,607
11177,1094
11178,323
11179,985
11180,113
11181,1051
11182,338
11183,2109
11184,475
11185,101
11186,598
11187,1625
11188,1372
11189,800
11190,1126
11191,825
11192,1310
11193,1919
11194,871
11195,349
11196,944
11197,469
11198,19
11199,3897
11200,179
11201,604
11202,769
11203,1799
11204,260
11205,581
11206,614
11207,944
11208,1515
11209,2827
11210,650
11211,658
11212,524
11213,279
11214,1655
11215,500
11216,225
11217,1326
11218,403
11219,801
11220,688
11221,1787
11222,270
11223,775
11224,595
11225,273
11226,649
11227,196
11228,25
11229,677
11230,148
11231,1276
11232,619
11233,1358
11234,518
11235,1839
11236,773
11237,983
11238,384
11239,26
11240,482
11241,896
11242,323
11243,295
11244,339
11245,105
11246,1146
11247,896
11248,691
11249,1930
11250,194
11251,30
11252,932
11253,1735
11254,512
11255,1873
11256,1123
11257,1158
11258,838
11259,79
11260,36
11261,1885
11262,769
11263,365
11264,4759
11265,232
11266,2582
11267,602
11268,1061
11269,1053
11270,229
11271,349
11272,1229
11273,1081
11274,2011
11275,879
11276,386
11277,114
11278,1767
11279,526
11280,387
11281,2358
11282,847
11283,526
11284,1075
11285,1275
11286,284
11287,807
11288,393
11289,1101
11290,1638
11291,221
11292,1234
11293,1133
11294,1391
11295,369
11296,691
11297,1499
11298,952
11299,2706
11300,119
11301,1646
11302,1591
11303,207
11304,564
11305,553
11306,175
11307,2490
11308,2043
11309,673
11310,1373
11311,873
11312,436
11313,1669
11314,1305
11315,752
11316,56
11317,58
11318,1140
11319,1237
11320,1909
11321,667
11322,2014
11323,439
11324,1423
11325,2028
11326,877
11327,647
11328,1607
11329,4320
11330,1289
11331,1733
11332,1232
11333,97
11334,237
11335,1317
11336,1317
11337,518
11338,812
11339,2166
11340,283
11341,1065
11342,409
11343,444
11344,1205
11345,324
11346,2565
11347,292
11348,1023
11349,2044
11350,1715
11351,661
11352,249
11353,1601
11354,717
11355,149
11356,157
11357,1251
11358,33
11359,400
11360,2133
11361,135
11362,399
11363,691
11364,574
11365,273
11366,385
11367,482
11368,2581
11369,1382
11370,1076
11371,843
11372,789
11373,473
11374,2536
11375,103
11376,990
11377,42
11378,1333
11379,665
11380,784
11381,1175
11382,2662
11383,604
11384,566
11385,1015
11386,15
11387,900
11388,650
11389,447
11390,952
11391,812
11392,1017
11393,559
11394,933
11395,1895
11396,815
11397,716
11398,1608
11399,1594
11400,950
11401,732
11402,100
11403,130
11404,368
11405,629
11406,1242
11407,687
11408,2253
11409,542
11410,580
11411,519
11412,438
11413,1065
11414,401
11415,1032
11416,820
11417,653
11418,210
11419,417
11420,544
11421,218
11422,1116
11423,788
11424,1460
11425,812
11426,709
11427,488
11428,765
11429,1523
11430,6
11431,1639
11432,80
11433,1363
11434,476
11435,801
11436,1330
11437,1202
11438,650
11439,963
11440,1270
11441,153
11442,393
11443,195
11444,1013
11445,3320
11446,523
11447,282
11448,1534
11449,1712
11450,397
11451,1125
11452,1110
11453,184
11454,661
11455,432
11456,54
11457,330
11458,196
11459,878
11460,662
11461,941
11462,3221
11463,891
11464,846
11465,137
11466,1492
11467,408
11468,298
11469,1097
11470,123
11471,1463
11472,248
11473,778
11474,259
11475,1660
11476,1397
11477,1774
11478,105
11479,1183
11480,1138
11481,212
11482,2032
11483,1211
11484,1188
11485,253
11486,741
11487,549
11488,903
11489,2309
11490,1456
11491,219
11492,506
11493,300
11494,563
11495,675
11496,700
11497,888
11498,19
11499,1532
11500,543
11501,2382
11502,21
11503,868
11504,637
11505,945
11506,1154
11507,1077
11508,1178
11509,2459
11510,560
11511,597
11512,850
11513,582
11514,246
11515,392
11516,207
11517,204
11518,1001
11519,1932
11520,719
11521,239
11522,757
11523,625
11524,2542
11525,2850
11526,989
11527,751
11528,343
11529,9661
11530,894
11531,200
11532,530
11533,543
11534,208
11535,708
11536,2354
11537,1150
11538,2251
11539,149
11540,875
11541,865
11542,778
11543,752
11544,1151
11545,92
11546,981
11547,1227
11548,442
11549,1362
11550,1027
11551,227
11552,1234
11553,750
11554,986
11555,230
11556,673
11557,1147
11558,751
11559,1301
11560,884
11561,487
11562,1458
11563,392
11564,190
11565,99
11566,278
11567,756
11568,2530
11569,725
11570,682
11571,300
11572,587
11573,587
11574,466
11575,1702
11576,828
11577,1340
11578,3582
11579,283
11580,922
11581,1836
11582,498
11583,8720
11584,1078
11585,94
11586,1442
11587,761
11588,385
11589,585
11590,589
11591,1352
11592,5202
11593,778
11594,1236
11595,690
11596,428
11597,1001
11598,1812
11599,1768
11600,1432
11601,559
11602,750
11603,43
11604,1838
11605,1335
11606,409
11607,5739
11608,404
11609,1701
11610,811
11611,1204
11612,175
11613,602
11614,1562
11615,29
11616,1174
11617,115
11618,559
11619,108
11620,2266
11621,305
11622,525
11623,847
11624,1059
11625,1031
11626,218
11627,650
11628,1089
11629,340
11630,703
11631,1132
11632,202
11633,1139
11634,694
11635,739
11636,564
11637,3065
11638,1102
11639,1216
11640,816
11641,1241
11642,1731
11643,399
11644,438
11645,465
11646,202
11647,322
11648,711
11649,529
11650,168
11651,311
11652,903
11653,1687
11654,265
11655,647
11656,316
11657,239
11658,1180
11659,718
11660,2024
11661,873
11662,811
11663,186
11664,504
11665,580
11666,3362
11667,1347
11668,1254
11669,622
11670,1141
11671,2335
11672,713
11673,561
11674,1460
11675,106
11676,184
11677,1090
11678,1344
11679,1791
11680,155
11681,2659
11682,1092
11683,2984
11684,1508
11685,1832
11686,723
11687,1877
11688,463
11689,6202
11690,1132
11691,1371
11692,1005
11693,1637
11694,414
11695,1457
11696,697
11697,2101
11698,1859
11699,1376
11700,416
11701,1024
11702,405
11703,635
11704,2525
11705,1236
11706,1264
11707,449
11708,880
11709,1014
11710,134
11711,552
11712,1269
11713,919
11714,2088
11715,783
11716,1111
11717,797
11718,447
11719,85
11720,131
11721,964
11722,185
11723,201
11724,2407
11725,888
11726,1143
11727,1195
11728,169
11729,4164
11730,774
11731,455
11732,1423
11733,407
11734,927
11735,326
11736,1416
11737,869
11738,822
11739,3503
11740,1612
11741,257
11742,722
11743,974
11744,146
11745,455
11746,819
11747,2431
11748,1537
11749,1308
11750,2526
11751,816
11752,1568
11753,573
11754,1950
11755,1009
11756,1091
11757,754
11758,588
