ID,length
748,454
749,227
750,2194
751,126
752,1427
753,642
754,317
755,1440
756,2019
757,199
758,783
759,544
760,310
761,1254
762,1380
763,2372
764,819
765,976
766,240
767,1468
768,351
769,475
770,1125
771,1235
772,310
773,1182
774,1500
775,1556
776,865
777,1145
778,1461
779,3677
780,229
781,798
782,383
783,2463
784,556
785,1680
786,157
787,1386
788,259
789,247
790,2023
791,623
792,235
793,501
794,218
795,606
796,314
797,909
798,1583
799,81
800,125
801,681
802,1792
803,1319
804,668
805,1504
806,310
807,1024
808,310
809,1572
810,212
811,1187
812,1390
813,1035
814,450
815,263
816,1294
817,1027
818,1935
819,126
820,43
821,146
822,184
823,910
824,1270
825,789
826,538
827,1676
828,578
829,1916
830,547
831,539
832,482
833,772
834,586
835,310
836,1649
837,632
838,722
839,310
840,572
841,1055
842,1058
843,725
844,551
845,350
846,903
847,1080
848,310
849,2116
850,468
851,1371
852,1624
853,3538
854,166
855,1387
856,2334
857,1394
858,1379
859,776
860,44
861,795
862,1034
863,156
864,163
865,263
866,1756
867,377
868,128
869,1951
870,182
871,5850
872,819
873,864
874,487
875,155
876,618
877,677
878,517
879,146
880,194
881,709
882,428
883,2005
884,1749
885,746
886,1163
887,3211
888,462
889,247
890,3496
891,392
892,1028
893,3791
894,1307
895,1547
896,369
897,330
898,766
899,466
900,1043
901,250
902,621
903,1427
904,1460
905,633
906,350
907,573
908,918
909,483
910,233
911,915
912,72
913,1164
914,832
915,518
916,648
917,1757
918,462
919,1032
920,364
921,1023
922,723
923,1529
924,1335
925,356
926,767
927,1018
928,541
929,541
930,382
931,755
932,1409
933,42
934,615
935,1480
936,302
937,340
938,460
939,1017
940,620
941,740
942,686
943,347
944,1169
945,516
946,1997
947,1824
948,1028
949,313
950,2107
951,1146
952,1021
953,845
954,1715
955,385
956,1505
957,899
958,589
959,565
960,1147
961,684
962,975
963,1204
964,184
965,359
966,1389
967,1886
968,1010
969,2196
970,675
971,1032
972,356
973,279
974,455
975,680
976,910
977,223
978,42
979,757
980,357
981,460
982,720
983,844
984,698
985,683
986,254
987,1473
988,1254
989,264
990,510
991,3088
992,759
993,720
994,641
995,6113
996,678
997,150
998,285
999,1255
1000,196
1001,1027
1002,840
1003,1152
1004,546
1005,500
1006,385
1007,327
1008,655
1009,144
1010,120
1011,1281
1012,2285
1013,755
1014,328
1015,661
1016,1389
1017,594
1018,42
1019,486
1020,874
1021,1276
1022,1877
1023,254
1024,128
1025,932
1026,1107
1027,775
1028,747
1029,1709
1030,559
1031,1862
1032,2332
1033,948
1034,731
1035,1365
1036,816
1037,462
1038,869
1039,396
1040,1083
1041,468
1042,633
1043,1578
1044,1530
1045,209
1046,378
1047,329
1048,952
1049,139
1050,128
1051,1756
1052,236
1053,168
1054,2151
1055,1072
1056,530
1057,926
1058,1219
1059,429
1060,281
1061,178
1062,665
1063,411
1064,479
1065,282
1066,151
1067,789
1068,1560
1069,1193
1070,392
1071,1582
1072,1066
1073,1324
1074,470
1075,568
1076,285
1077,281
1078,361
1079,605
1080,1085
1081,1361
1082,20
1083,1826
1084,322
1085,721
1086,271
1087,801
1088,20
1089,2665
1090,478
1091,357
1092,848
1093,1010
1094,2214
1095,1638
1096,111
1097,2239
1098,261
1099,850
1100,22
1101,506
1102,380
1103,732
1104,98
1105,184
1106,1005
1107,408
1108,214
1109,566
1110,814
1111,1100
1112,910
1113,1540
1114,845
1115,3760
1116,654
1117,589
1118,3409
1119,178
1120,680
1121,363
1122,1748
1123,596
1124,673
1125,1615
1126,1765
1127,305
1128,582
1129,2497
1130,455
1131,717
1132,672
1133,51
1134,1386
1135,2830
1136,580
1137,836
1138,212
1139,1896
1140,195
1141,1240
1142,3800
1143,569
1144,1934
1145,594
1146,288
1147,662
1148,3603
1149,430
1150,856
1151,266
1152,468
1153,1185
1154,604
1155,216
1156,1714
1157,926
1158,1407
1159,1828
1160,1654
1161,1344
1162,1535
1163,551
1164,146
1165,622
1166,582
1167,236
1168,515
1169,195
1170,1683
1171,1468
1172,172
1173,494
1174,579
1175,177
1176,703
1177,24
1178,287
1179,921
1180,177
1181,1219
1182,16
1183,190
1184,1845
1185,226
1186,1711
1187,1131
1188,274
1189,799
1190,136
1191,405
1192,1070
1193,894
1194,308
1195,2107
1196,609
1197,1083
1198,1003
1199,1658
1200,111
1201,2197
1202,551
1203,1299
1204,1443
1205,789
1206,1290
1207,492
1208,1203
1209,790
1210,733
1211,1121
1212,1979
1213,1615
1214,205
1215,959
1216,335
1217,1418
1218,469
1219,641
1220,297
1221,1166
1222,2775
1223,1298
1224,1425
1225,331
1226,483
1227,798
1228,864
1229,2408
1230,452
1231,2884
1232,112
1233,1187
1234,1498
1235,1397
1236,197
1237,872
1238,697
1239,988
1240,1213
1241,853
1242,1015
1243,1434
1244,103
1245,1546
1246,1442
1247,1664
1248,365
1249,1526
1250,571
1251,507
1252,878
1253,975
1254,211
1255,382
1256,1597
1257,1210
1258,145
1259,1125
1260,901
1261,4345
1262,740
1263,884
1264,944
1265,48
1266,508
1267,2433
1268,1461
1269,594
1270,637
1271,712
1272,1518
1273,483
1274,507
1275,1421
1276,118
1277,756
1278,1030
1279,818
1280,129
1281,344
1282,920
1283,1167
1284,1382
1285,940
1286,1334
1287,1158
1288,708
1289,1373
1290,800
1291,279
1292,1169
1293,1079
1294,1124
1295,452
1296,145
1297,1430
1298,959
1299,1536
1300,1916
1301,2410
1302,862
1303,1240
1304,596
1305,95
1306,543
1307,468
1308,541
1309,1560
1310,858
1311,766
1312,798
1313,212
1314,778
1315,375
1316,1111
1317,1780
1318,257
1319,726
1320,1234
1321,977
1322,725
1323,153
1324,280
1325,532
1326,326
1327,472
1328,559
1329,592
1330,1030
1331,1536
1332,465
1333,439
1334,658
1335,728
1336,866
1337,377
1338,940
1339,767
1340,6
1341,1638
1342,1565
1343,87
1344,1872
1345,183
1346,888
1347,702
1348,443
1349,877
1350,1852
1351,75
1352,464
1353,1922
1354,1082
1355,585
1356,589
1357,1157
1358,1532
1359,725
1360,1906
1361,36
1362,239
1363,547
1364,640
1365,939
1366,1612
1367,2592
1368,1313
1369,1771
1370,804
1371,849
1372,1063
1373,829
1374,1161
1375,333
1376,642
1377,631
1378,1142
1379,149
1380,476
1381,300
1382,1003
1383,1233
1384,1531
1385,205
1386,1086
1387,607
1388,449
1389,424
1390,1160
1391,1225
1392,18
1393,432
1394,2157
1395,1585
1396,1241
1397,1468
1398,797
1399,543
1400,783
1401,42
1402,1641
1403,1571
1404,253
1405,1411
1406,993
1407,829
1408,1054
1409,561
1410,244
1411,760
1412,283
1413,851
1414,441
1415,1294
1416,2851
1417,994
1418,136
1419,720
1420,1634
1421,1756
1422,865
1423,741
1424,1113
1425,913
1426,931
1427,763
1428,279
1429,707
1430,1000
1431,189
1432,1061
1433,935
1434,214
1435,1490
1436,397
1437,2334
1438,792
1439,849
1440,63
1441,1597
1442,1289
1443,2144
1444,468
1445,11
1446,6
1447,1542
1448,2403
1449,165
1450,1976
1451,999
1452,298
1453,1272
1454,748
1455,217
1456,3445
1457,445
1458,1359
1459,609
1460,2148
1461,1500
1462,167
1463,6691
1464,255
1465,1079
1466,224
1467,1180
1468,322
1469,1226
1470,280
1471,882
1472,786
1473,695
1474,2317
1475,2059
1476,1779
1477,145
1478,1962
1479,137
1480,1013
1481,2391
1482,531
1483,1533
1484,1592
1485,108
1486,1049
1487,231
1488,2033
1489,32
1490,860
1491,658
1492,479
1493,106
1494,307
1495,1248
1496,398
1497,612
1498,1035
1499,407
1500,914
1501,1435
1502,696
1503,1086
1504,202
1505,599
1506,581
1507,709
1508,518
1509,697
1510,2168
1511,757
1512,347
1513,413
1514,980
1515,571
1516,450
1517,258
1518,1276
1519,1239
1520,81
1521,1430
1522,1231
1523,207
1524,711
1525,517
1526,675
1527,580
1528,586
1529,211
1530,1795
1531,82
1532,2700
1533,1163
1534,2101
1535,606
1536,908
1537,1517
1538,606
1539,587
1540,1581
1541,383
1542,905
1543,675
1544,2060
1545,787
1546,1210
1547,218
1548,93
1549,615
1550,954
1551,2381
1552,809
1553,1147
1554,1018
1555,64
1556,390
1557,428
1558,2238
1559,1794
1560,1893
1561,178
1562,578
1563,237
1564,430
1565,1088
1566,876
1567,699
1568,433
1569,1195
1570,841
1571,583
1572,303
1573,1831
1574,1048
1575,1311
1576,183
1577,6
1578,1344
1579,186
1580,136
1581,1180
1582,3594
1583,287
1584,610
1585,690
1586,1128
1587,841
1588,1217
1589,1035
1590,995
1591,339
1592,1880
1593,1515
1594,2387
1595,517
1596,760
1597,875
1598,1624
1599,457
1600,4862
1601,1182
1602,1561
1603,282
1604,1181
1605,956
1606,176
1607,114
1608,1223
1609,2151
1610,1758
1611,738
1612,1062
1613,335
1614,1732
1615,379
1616,893
1617,712
1618,392
1619,1125
1620,1113
1621,100
1622,695
1623,198
1624,92
1625,1382
1626,1225
1627,163
1628,708
1629,736
1630,1065
1631,908
1632,814
1633,344
1634,853
1635,2258
1636,1052
1637,1446
1638,513
1639,1582
1640,813
1641,580
1642,291
1643,680
1644,111
1645,1468
1646,340
1647,633
1648,203
1649,1803
1650,1164
1651,1822
1652,771
1653,917
1654,1004
1655,3171
1656,2114
1657,283
1658,580
1659,725
1660,30
1661,1146
1662,662
1663,1103
1664,944
1665,816
1666,1533
1667,1170
1668,1378
1669,341
1670,886
1671,897
1672,845
1673,1016
1674,1709
1675,25
1676,509
1677,138
1678,1831
1679,771
1680,277
1681,717
1682,351
1683,1408
1684,748
1685,926
1686,1744
1687,202
1688,833
1689,802
1690,1518
1691,2483
1692,580
1693,568
1694,341
1695,1450
1696,582
1697,2166
1698,601
1699,1545
1700,873
1701,822
1702,400
1703,438
1704,361
1705,1890
1706,390
1707,375
1708,1231
1709,921
1710,1485
1711,410
1712,2402
1713,435
1714,260
1715,237
1716,315
1717,815
1718,1064
1719,2254
1720,323
1721,61
1722,22
1723,907
1724,718
1725,1855
1726,870
1727,806
1728,1476
1729,252
1730,814
1731,1176
1732,1332
1733,538
1734,836
1735,3271
1736,978
1737,136
1738,381
1739,253
1740,290
1741,549
1742,995
1743,1112
1744,491
1745,505
1746,167
1747,772
1748,1139
1749,541
1750,1023
1751,218
1752,951
1753,900
1754,1576
1755,139
1756,1380
1757,1616
1758,1371
1759,2075
1760,640
1761,516
1762,1954
1763,903
1764,562
1765,1254
1766,301
1767,389
1768,3949
1769,1934
1770,910
1771,1044
1772,933
1773,487
1774,44
1775,1061
1776,569
1777,734
1778,1405
1779,1173
1780,2039
1781,892
1782,1826
1783,824
1784,855
1785,1209
1786,291
1787,800
1788,1101
1789,2581
1790,326
1791,2175
1792,958
1793,940
1794,383
1795,137
1796,1151
1797,212
1798,364
1799,553
1800,793
1801,942
1802,1377
1803,1058
1804,982
1805,154
1806,303
1807,71
1808,1392
1809,101
1810,1585
1811,1023
1812,1922
1813,1147
1814,164
1815,324
1816,631
1817,2389
1818,437
1819,709
1820,1360
1821,431
1822,555
1823,1811
1824,171
1825,257
1826,251
1827,1126
1828,356
1829,315
1830,1077
1831,266
1832,857
1833,1960
1834,1183
1835,1399
1836,1745
1837,159
1838,335
1839,1189
1840,634
1841,543
1842,11486
1843,1154
1844,577
1845,2396
1846,1235
1847,778
1848,275
1849,607
1850,1677
1851,312
1852,693
1853,298
1854,2117
1855,602
1856,293
1857,1743
1858,539
1859,1714
1860,260
1861,1507
1862,680
1863,2097
1864,2022
1865,597
1866,1166
1867,241
1868,426
1869,180
1870,651
1871,311
1872,573
1873,2675
1874,218
1875,1005
1876,909
1877,756
1878,343
1879,1677
1880,171
1881,1293
1882,132
1883,1286
1884,789
1885,2029
1886,1491
1887,264
1888,2493
1889,554
1890,1878
1891,123
1892,1672
1893,942
1894,2343
1895,119
1896,286
1897,2243
1898,459
1899,291
1900,2459
1901,222
1902,207
1903,946
1904,750
1905,213
1906,3173
1907,405
1908,544
1909,179
1910,254
1911,1482
1912,1383
1913,891
1914,936
1915,1062
1916,414
1917,339
1918,226
1919,798
1920,92
1921,92
1922,941
1923,598
1924,945
1925,594
1926,723
1927,444
1928,1516
1929,3579
1930,903
1931,729
1932,825
1933,561
1934,1009
1935,491
1936,733
1937,906
1938,999
1939,384
1940,653
1941,1327
1942,253
1943,143
1944,868
1945,2243
1946,1480
1947,1160
1948,792
1949,2099
1950,842
1951,844
1952,338
1953,706
1954,132
1955,415
1956,278
1957,620
1958,146
1959,254
1960,450
1961,572
1962,2316
1963,194
1964,195
1965,481
1966,506
1967,1565
1968,406
1969,484
1970,588
1971,162
1972,1609
1973,1259
1974,814
1975,1026
1976,1002
1977,1883
1978,490
1979,931
1980,937
1981,53
1982,1053
1983,768
1984,2131
1985,701
1986,412
1987,2373
1988,1167
1989,787
1990,2107
1991,2616
1992,940
1993,369
1994,114
1995,605
1996,446
1997,3145
1998,875
1999,1538
2000,121
2001,169
2002,402
2003,2824
2004,1100
2005,422
2006,1896
2007,518
2008,1556
2009,1073
2010,71
2011,168
2012,302
2013,619
2014,854
2015,1227
2016,263
2017,80
2018,1229
2019,81
2020,858
2021,741
2022,678
2023,1620
2024,655
2025,495
2026,178
2027,275
2028,588
2029,120
2030,279
2031,808
2032,817
2033,657
2034,188
2035,2358
2036,1420
2037,2191
2038,1487
2039,636
2040,144
2041,81
2042,224
2043,2107
2044,1019
2045,879
2046,758
2047,728
2048,736
2049,1213
2050,2317
2051,861
2052,517
2053,289
2054,2078
2055,1197
2056,6239
2057,425
2058,1085
2059,1028
2060,2059
2061,283
2062,1553
2063,1428
2064,166
2065,604
2066,284
2067,403
2068,253
2069,409
2070,616
2071,46
2072,519
2073,92
2074,290
2075,212
2076,394
2077,267
2078,310
2079,460
2080,804
2081,1827
2082,2086
2083,77
2084,238
2085,820
2086,1476
2087,1007
2088,1476
2089,172
2090,168
2091,1130
2092,2355
2093,325
2094,1302
2095,1164
2096,592
2097,2807
2098,747
2099,2487
2100,1329
2101,349
2102,105
2103,1242
2104,396
2105,681
2106,501
2107,909
2108,942
2109,1819
2110,695
2111,2002
2112,721
2113,1337
2114,821
2115,282
2116,877
2117,1124
2118,834
2119,233
2120,833
2121,42
2122,939
2123,1061
2124,841
2125,791
2126,1205
2127,1142
2128,382
2129,954
2130,1410
2131,943
2132,585
2133,1327
2134,597
2135,554
2136,770
2137,1205
2138,1204
2139,1341
2140,1816
2141,2265
2142,148
2143,242
2144,791
2145,332
2146,1045
2147,2391
2148,72
2149,4047
2150,341
2151,413
2152,484
2153,297
2154,563
2155,1634
2156,151
2157,1577
2158,1396
2159,794
2160,1379
2161,868
2162,234
2163,3268
2164,601
2165,517
2166,298
2167,756
2168,89
2169,738
2170,1822
2171,623
2172,877
2173,1467
2174,294
2175,822
2176,667
2177,758
2178,1414
2179,791
2180,401
2181,776
2182,386
2183,821
2184,1267
2185,423
2186,656
2187,303
2188,504
2189,724
2190,520
2191,242
2192,550
2193,3768
2194,157
2195,662
2196,1056
2197,2388
2198,324
2199,1278
2200,2584
2201,1142
2202,823
2203,683
2204,891
2205,957
2206,1033
2207,28
2208,849
2209,1976
2210,344
2211,33
2212,1696
2213,741
2214,258
2215,146
2216,1396
2217,1576
2218,1703
2219,759
2220,208
2221,249
2222,358
2223,1329
2224,310
2225,915
2226,1075
2227,660
2228,142
2229,1230
2230,251
2231,596
2232,861
2233,1134
2234,1994
2235,321
2236,1290
2237,1272
2238,231
2239,963
2240,533
2241,925
2242,576
2243,299
2244,2918
2245,785
2246,750
2247,1251
2248,997
2249,1272
2250,1366
2251,170
2252,311
2253,1052
2254,1302
2255,853
2256,6157
2257,805
2258,1635
2259,1019
2260,231
2261,95
2262,1183
2263,660
2264,1981
2265,194
2266,550
2267,268
2268,403
2269,1396
2270,173
2271,1066
2272,1267
2273,381
2274,397
2275,2712
2276,103
2277,122
2278,630
2279,675
2280,950
2281,1670
2282,1728
2283,1646
2284,1057
2285,638
2286,1471
2287,440
2288,1555
2289,4408
2290,291
2291,479
2292,846
2293,1210
2294,1305
2295,3080
2296,543
2297,541
2298,1360
2299,1010
2300,3581
2301,1845
2302,1639
2303,1714
2304,1261
2305,1497
2306,193
2307,4075
2308,339
2309,405
2310,1315
2311,2808
2312,100
2313,1186
2314,2041
2315,595
2316,811
2317,120
2318,2022
2319,1583
2320,2431
2321,104
2322,1284
2323,885
2324,2806
2325,305
2326,2987
2327,914
2328,858
2329,1246
2330,824
2331,4880
2332,150
2333,229
2334,1465
2335,613
2336,277
2337,235
2338,643
2339,1507
2340,1165
2341,605
2342,1189
2343,1173
2344,845
2345,1757
2346,362
2347,705
2348,717
2349,98
2350,360
2351,2122
2352,828
2353,428
2354,1156
2355,1921
2356,433
2357,1270
2358,622
2359,712
2360,285
2361,879
2362,589
2363,1665
2364,1064
2365,1216
2366,1204
2367,2349
2368,171
2369,850
2370,812
2371,851
2372,622
2373,139
2374,308
2375,464
2376,1614
2377,361
2378,1736
2379,840
2380,938
2381,1035
2382,1313
2383,235
2384,1336
2385,372
2386,1101
2387,578
2388,789
2389,244
2390,186
2391,1490
2392,1094
2393,666
2394,488
2395,2743
2396,423
2397,964
2398,2052
2399,1417
2400,2291
2401,1007
2402,194
2403,161
2404,1842
2405,63
2406,193
2407,288
2408,425
2409,340
2410,1006
2411,39
2412,651
2413,190
2414,1283
2415,2289
2416,2422
2417,456
2418,782
2419,453
2420,121
2421,1748
2422,4032
2423,1344
2424,771
2425,269
2426,628
2427,1465
2428,989
2429,1710
2430,1388
2431,1662
2432,1791
2433,136
2434,931
2435,448
2436,257
2437,1734
2438,229
2439,1836
2440,314
2441,2200
2442,1653
2443,790
2444,2327
2445,756
2446,661
2447,705
2448,1023
2449,2210
2450,1131
2451,262
2452,396
2453,939
2454,964
2455,792
2456,98
2457,998
2458,403
2459,1174
2460,1734
2461,742
2462,1023
2463,1258
2464,550
2465,968
2466,317
2467,572
2468,746
2469,1491
2470,1227
2471,605
2472,630
2473,100
2474,719
2475,829
2476,370
2477,551
2478,195
2479,429
2480,638
2481,386
2482,775
2483,548
2484,720
2485,2079
2486,270
2487,912
2488,890
2489,1110
2490,420
2491,625
2492,809
2493,6113
2494,564
2495,1205
2496,486
2497,60
2498,1204
2499,697
2500,295
2501,550
2502,359
2503,630
2504,412
2505,716
2506,494
2507,3223
2508,569
2509,518
2510,2885
2511,782
2512,2711
2513,679
2514,1241
2515,407
2516,1050
2517,769
2518,753
2519,154
2520,3412
2521,1889
2522,693
2523,525
2524,976
2525,724
2526,2151
2527,2156
2528,557
2529,788
2530,321
2531,1091
2532,703
2533,327
2534,714
2535,1045
2536,1267
2537,1510
2538,229
2539,947
2540,1139
2541,29
2542,684
2543,2069
2544,546
2545,212
2546,975
2547,1321
2548,731
2549,651
2550,1059
2551,592
2552,1327
2553,2232
2554,33
2555,233
2556,2357
2557,456
2558,951
2559,513
2560,2065
2561,1942
2562,1380
2563,690
2564,1059
2565,1476
2566,1037
2567,188
2568,1697
2569,808
2570,999
2571,1109
2572,766
2573,506
2574,788
2575,191
2576,4325
2577,1019
2578,7673
2579,626
2580,174
2581,748
2582,1735
2583,1395
2584,31
2585,212
2586,3191
2587,200
2588,2809
2589,1699
2590,520
2591,210
2592,31
2593,803
2594,662
2595,1107
2596,450
2597,646
2598,525
2599,837
2600,517
2601,1286
2602,409
2603,163
2604,788
2605,230
2606,3688
2607,422
2608,1044
2609,815
2610,100
2611,208
2612,2198
2613,1506
2614,664
2615,127
2616,1515
2617,175
2618,1974
2619,1703
2620,594
2621,225
2622,2348
2623,1593
2624,1617
2625,621
2626,1314
2627,1243
2628,597
2629,182
2630,839
2631,1670
2632,827
2633,1280
2634,1439
2635,1404
2636,1261
2637,373
2638,1060
2639,531
2640,275
2641,358
2642,1293
2643,449
2644,690
2645,1095
2646,877
2647,1043
2648,126
2649,28
2650,477
2651,1123
2652,2254
2653,181
2654,718
2655,1723
2656,2297
2657,730
2658,766
2659,594
2660,1519
2661,959
2662,538
2663,868
2664,773
2665,92
2666,1190
2667,243
2668,995
2669,401
2670,507
2671,1910
2672,180
2673,825
2674,650
2675,1612
2676,312
2677,895
2678,805
2679,558
2680,1678
2681,1574
2682,393
2683,884
2684,553
2685,2377
2686,1410
2687,648
2688,1609
2689,414
2690,800
2691,219
2692,948
2693,720
2694,505
2695,168
2696,441
2697,407
2698,1422
2699,329
2700,2869
2701,868
2702,1142
2703,788
2704,1908
2705,1988
2706,749
2707,136
2708,3340
2709,1282
2710,2486
2711,124
2712,1362
2713,1511
2714,617
2715,167
2716,280
2717,564
2718,1251
2719,3072
2720,390
2721,7583
2722,590
2723,2057
2724,510
2725,282
2726,1351
2727,976
2728,933
2729,1174
2730,137
2731,6
2732,692
2733,742
2734,1608
2735,1614
2736,1995
2737,873
2738,244
2739,829
2740,248
2741,596
2742,973
2743,1121
2744,853
2745,1514
2746,548
2747,32
2748,126
2749,340
2750,322
2751,1372
2752,413
2753,1052
2754,701
2755,372
2756,788
2757,316
2758,680
2759,1115
2760,542
2761,742
2762,303
2763,1303
2764,242
2765,995
2766,1008
2767,668
2768,290
2769,1087
2770,2112
2771,760
2772,3297
2773,950
2774,2280
2775,238
2776,2217
2777,652
2778,4679
2779,150
2780,1711
2781,299
2782,127
2783,126
2784,245
2785,2095
2786,662
2787,91
2788,222
